Full_Name,Year,Citation,spherical_cluster,topic_keywords,hdbscan_cluster,agglomerative_cluster,tsne_x,tsne_y,umap_x,umap_y,ACM Fellow Profile,DBLP profile,Google Scholar Profile,Affiliation
Glenn Ricart,2021,For leadership in creating advanced research infrastructure including the first Internet interconnection point,9,"contributions, internet, protocols, network, networks, networking",-1,19,33.792286,19.451832,5.8934064,2.6935215,https://awards.acm.org/award-recipients/ricart_1241702,https://dblp.org/pid/54/1042,https://scholar.google.com/citations?user=xqach48AAAAJ,US Ignite
Hai Li,2021,For contributions to neuromorphic computing and deep-learning acceleration,8,"contributions, design, memory, computer, architecture, systems",-1,14,6.6772776,21.385233,3.843151,3.6263082,https://awards.acm.org/award-recipients/li_8793251,https://dblp.org/pid/06/5975,https://scholar.google.com/citations?user=u7xU-J4AAAAJ,"Institute of Advanced Materials, Nanjing Tech University"
Hubertus Franke,2021,"For contributions to the communication, concurrency and resource control in parallel systems",7,"contributions, parallel, distributed, computing, systems, performance",-1,2,23.10364,9.042249,4.321662,3.6968305,https://awards.acm.org/award-recipients/franke_0111101,https://dblp.org/pid/17/3453,https://scholar.google.com/citations?user=iklPa0oAAAAJ,"Distinguished Research Staff Member, IBM Research"
Jacob Otto Wobbrock,2021,For contributions to human-computer interaction and accessible computing,10,"human, interaction, contributions, computer, computing, design",-1,5,-33.345665,18.156433,5.842599,8.02226,https://awards.acm.org/award-recipients/wobbrock_3026192,,,
Joel Ouaknine,2021,For contributions to algorithmic analysis of dynamical systems,1,"contributions, algorithms, complexity, computational, theory, geometry",-1,6,-28.611422,-10.390712,7.466507,5.1207314,https://awards.acm.org/award-recipients/ouaknine_6048259,https://dblp.org/pid/55/4663,https://scholar.google.com/citations?user=ZfE4iQ4AAAAJ,"Director, Max Planck Institute for Software Systems (MPI-SWS), Saarland Informatics …"
Jonathan Katz,2021,For contributions to cryptographic protocol design and cryptography education,2,"contributions, privacy, cryptography, security, systems, computer",-1,12,0.8284574,-9.432617,6.940994,3.2752721,https://awards.acm.org/award-recipients/katz_1276948,https://dblp.org/pid/k/JonathanKatz,https://scholar.google.com/citations?user=H4rKFc8AAAAJ,"Professor of Computer Science, University of Maryland"
Judith Gal-Ezer,2021,For contributions to research and implementation in computer science education,11,"computer, acm, science, contributions, computing, years",-1,18,-1.9330556,19.08163,4.4701314,7.331664,https://awards.acm.org/award-recipients/gal-ezer_3857372,https://dblp.org/pid/26/3189,https://scholar.google.com/citations?user=Z67FftMAAAAJ,The Open university of Israel
Leonard M. Adleman,2021,For contributions to making public-key cryptography useful in practice,2,"contributions, privacy, cryptography, security, systems, computer",-1,12,2.187348,-10.567884,6.9569745,3.2531636,https://awards.acm.org/award-recipients/adleman_7308544,https://dblp.org/pid/a/LeonardMAdleman,,
Lieven Eeckhout,2021,For contributions in computer architecture performance analysis and modeling,8,"contributions, design, memory, computer, architecture, systems",-1,9,41.798847,6.425827,3.0919027,2.8571525,https://awards.acm.org/award-recipients/eeckhout_6935601,https://dblp.org/pid/e/LievenEeckhout,https://scholar.google.com/citations?user=biYmJXsAAAAJ,"Professor of Computer Science and Engineering, Ghent University"
Lin Zhong,2021,For contributions to mobile and network systems,13,"wireless, contributions, mobile, systems, networks, computing",-1,11,28.723745,31.185963,5.228199,1.42046,https://awards.acm.org/award-recipients/zhong_5960281,https://dblp.org/pid/174/4011,https://scholar.google.com/citations?user=HeHFFW8AAAAJ,Georgia Institute of Technology; Beijing Institute of Nanoenergy and Nanosystems
Linda Jean Camp,2021,For contributions to computer security and e-crime measures,2,"contributions, privacy, cryptography, security, systems, computer",-1,12,2.9866292,-0.55811435,6.759924,2.663542,https://awards.acm.org/award-recipients/camp_4022810,https://dblp.org/pid/72/4476,,
Luca Trevisan,2021,For contributions to complexity theory and combinatorial optimization,1,"contributions, algorithms, complexity, computational, theory, geometry",0,14,-12.839808,-18.715235,6.967397,4.648685,https://awards.acm.org/award-recipients/trevisan_1476744,https://dblp.org/pid/t/LucaTrevisan,https://scholar.google.com/citations?user=4yuKD_AAAAAJ,Bocconi University
Mark Braverman,2021,"For contributions to computational complexity, information theory, and algorithmic mechanism design",1,"contributions, algorithms, complexity, computational, theory, geometry",0,14,-10.467566,-17.384464,6.578897,4.467404,https://awards.acm.org/award-recipients/braverman_9877897,https://dblp.org/pid/16/6136,,
Martin Farach-Colton,2021,For contributions to data structures for biocomputing and big data,6,"database, contributions, data, systems, management, databases",-1,0,-23.022617,-18.689222,5.680103,4.805565,https://awards.acm.org/award-recipients/farach-colton_N017087,https://dblp.org/pid/f/MartinFarachColton,https://scholar.google.com/citations?user=2uHUSa8AAAAJ,"Distinguished Professor of Computer Science, Rutgers University"
Matthew T Mason,2021,For contributions to robotic manipulation and manipulation path planning,0,"vision, contributions, computer, graphics, image, geometry",-1,4,-34.578922,-0.42153344,8.011455,6.232616,https://awards.acm.org/award-recipients/mason_5093703,https://dblp.org/pid/69/5537,https://scholar.google.com/citations?user=D_JpQnAAAAAJ,"Professor of Robotics and Computer Science, Carnegie Mellon University"
Meenakshi Balakrishnan,2021,"For contributions to system-level design, embedded systems and assistive technologies for the visually impaired",10,"human, interaction, contributions, computer, computing, design",-1,9,-35.132153,21.329082,5.87964,7.7275453,https://awards.acm.org/award-recipients/balakrishnan_4440475,https://dblp.org/pid/222/4034,https://scholar.google.com/citations?user=G8StE6wAAAAJ,Clinical Project Manager
Ming-Hsuan Yang,2021,"For contributions to visual tracking, face processing, and low-level vision",0,"vision, contributions, computer, graphics, image, geometry",-1,5,-53.749523,-5.4609795,9.067105,7.0579815,https://awards.acm.org/award-recipients/yang_4468088,https://dblp.org/pid/79/3711,https://scholar.google.com/citations?user=p9-ohHsAAAAJ,University of California at Merced; Google
Mohammed Zaki,2021,For contributions to data mining algorithms and foundations,12,"contributions, learning, mining, natural, machine, data",-1,10,-36.381855,-25.266191,6.681469,6.6060305,https://awards.acm.org/award-recipients/zaki_4721650,https://dblp.org/pid/z/MohammedJaveedZaki,https://scholar.google.com/citations?user=UmwJklEAAAAJ,"Professor & Head, Computer Science Department, RPI"
Mubarak Ali Shah,2021,For contributions to human action recognition in video and leadership for undergraduate research experience,0,"vision, contributions, computer, graphics, image, geometry",-1,17,-48.2255,-8.109491,8.967959,7.1979976,https://awards.acm.org/award-recipients/shah_2657963,,,
Munindar P. Singh,2021,For contributions to artificial intelligence and multiagent systems and their applications in service-oriented computing and sociotechnical systems,5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,2,-24.336807,5.8857894,5.8743453,6.100803,https://awards.acm.org/award-recipients/singh_4715637,https://dblp.org/pid/s/MunindarPSingh,https://scholar.google.com/citations?user=qNznu3kAAAAJ,"Professor of Computer Science, North Carolina State University"
Ninghui Li,2021,"For contributions to data privacy, access control, and trust management",2,"contributions, privacy, cryptography, security, systems, computer",-1,1,6.1924944,-5.250369,6.5597916,2.9835608,https://awards.acm.org/award-recipients/li_UJ45057,https://dblp.org/pid/l/NinghuiLi,https://scholar.google.com/citations?user=XpHwrPsAAAAJ,"Professor of Computer Science, Purdue University"
Paola Inverardi,2021,For contributions to software architecture,3,"software, contributions, engineering, testing, community, analysis",-1,7,17.797913,-17.96576,2.3319695,5.814487,https://awards.acm.org/award-recipients/inverardi_4724209,https://dblp.org/pid/i/PaolaInverardi,https://scholar.google.com/citations?user=x8XlRFgAAAAJ,Professor of Computer Science
Ben Y. Zhao,2021,For contributions to peer-to-peer systems and online social networks,9,"contributions, internet, protocols, network, networks, networking",-1,1,9.441359,24.070019,5.6418495,6.8396335,https://awards.acm.org/award-recipients/zhao_4998316,https://dblp.org/pid/z/BenYZhao,https://scholar.google.com/citations?user=cYReSuEAAAAJ,"Neubauer Professor of Computer Science, University of Chicago"
Daniel Cohen-Or,2021,"For contributions to computer graphics, geometry processing and visual computing",0,"vision, contributions, computer, graphics, image, geometry",1,4,-40.597477,-3.3662405,8.663582,6.07834,https://awards.acm.org/award-recipients/cohen-or_8339869,https://dblp.org/pid/c/DCohenOr,https://scholar.google.com/citations?user=fAxws1sAAAAJ,"Professor of Computer Science, Tel Aviv University"
David A Bader,2021,"For contributions to high-performance computing systems, graph analytics, and technical leadership in parallel computing",7,"contributions, parallel, distributed, computing, systems, performance",-1,2,16.838503,14.000617,4.1584783,3.96139,https://awards.acm.org/award-recipients/bader_4554572,https://dblp.org/pid/41/3005,https://scholar.google.com/citations?user=uXUA1pgAAAAJ,"Distinguished Professor, New Jersey Institute of Technology"
David Z. Pan,2021,"For contributions to electronic design automation, including design for manufacturing and physical design",5,"contributions, reasoning, artificial, intelligence, systems, verification",-1,6,-18.506596,7.6893587,5.470806,6.3910913,https://awards.acm.org/award-recipients/pan_4706800,https://dblp.org/pid/p/DavidZhigangPan,https://scholar.google.com/citations?user=3aLlroEAAAAJ,"Professor, Silicon Labs Endowed Chair, ECE Dept., University of Texas at Austin"
Jie Tang,2021,For contributions to information and social network mining,12,"contributions, learning, mining, natural, machine, data",-1,10,-20.092096,14.216038,6.1921067,6.894371,https://awards.acm.org/award-recipients/tang_9003592,https://dblp.org/pid/t/ChangjieTang,https://scholar.google.com/citations?user=n1zDCkQAAAAJ,"Professor, Tsinghua University"
Pierangela Samarati,2021,For contributions to data security and privacy,2,"contributions, privacy, cryptography, security, systems, computer",-1,12,4.460529,-3.315138,6.763019,2.7489324,https://awards.acm.org/award-recipients/samarati_NB36699,https://dblp.org/pid/s/PSamarati,https://scholar.google.com/citations?user=nAGXeFkAAAAJ,Universita` degli Studi di Milano
Rafail Ostrovsky,2021,For contributions to the foundations of cryptography,2,"contributions, privacy, cryptography, security, systems, computer",-1,14,-0.565361,-9.912756,6.9397807,3.4072864,https://awards.acm.org/award-recipients/ostrovsky_N017384,https://dblp.org/pid/o/RafailOstrovsky,https://scholar.google.com/citations?user=UvFrX04AAAAJ,Norman E. Friedman Distinguished Professor of Computer Science and Mathematics
Wenping Wang,2021,For contributions to geometric modeling and computer graphics,0,"vision, contributions, computer, graphics, image, geometry",-1,4,-40.54701,-0.9168859,8.589698,6.0037403,https://awards.acm.org/award-recipients/wang_2867478,https://dblp.org/pid/264/1980,https://scholar.google.com/citations?user=28shvv0AAAAJ,Texas A&M University
Amos Fiat,2021,"For contributions to cryptography, online algorithms, and algorithmic game theory",2,"contributions, privacy, cryptography, security, systems, computer",-1,3,-15.485881,-11.7831745,6.892117,3.9257119,https://awards.acm.org/award-recipients/fiat_8021946,https://dblp.org/pid/06/894,,
David R Kaeli,2021,For contributions to computer architecture and compilers,4,"programming, contributions, languages, language, program, compilers",0,18,36.68772,-14.981291,2.3653824,3.997928,https://awards.acm.org/award-recipients/kaeli_4170395,https://dblp.org/pid/k/DavidRKaeli,https://scholar.google.com/citations?user=Mkgn0qcAAAAJ,"Distinguished Professor of ECE, Northeastern University"
Ranjit Jhala,2021,For contributions to software verification,3,"software, contributions, engineering, testing, community, analysis",-1,13,22.677921,-10.078732,1.4247655,5.0917306,https://awards.acm.org/award-recipients/jhala_0608632,https://dblp.org/pid/47/4244,https://scholar.google.com/citations?user=H3wb878AAAAJ,"Professor of Computer Science, UC San Diego"
Robert B Ross,2021,For contributions to high-performance computing in storage and parallel I/O,7,"contributions, parallel, distributed, computing, systems, performance",-1,15,18.558859,20.124903,4.025644,3.6329632,https://awards.acm.org/award-recipients/ross_2879428,https://dblp.org/pid/333/6794,https://scholar.google.com/citations?user=hvS9R4wAAAAJ,"Senior Computer Scientist, Mathematics and Computer Science Division, Argonne National …"
